logradouro,complemento,bairro,cidade,estado,cep,longitude,latitude
Rua João Paulo I,,Candelária,Natal,RN,59064-470,-35.2144584,-5.8346091
Rua João Paulo II,,Nossa Senhora da Apresentação,Natal,RN,59114-150,-35.2631817,-5.7490185
Rua João Paulo II,,Cidade Nova,Natal,RN,59072-720,-35.238272,-5.8344214
Travessa João Paulo II,,Nossa Senhora da Apresentação,Natal,RN,59114-151,-35.275653,-5.7555037
Rua João Pessoa,,Cidade Alta,Natal,RN,59025-500,-35.2092545,-5.7857616
Rua João Pessoa 198,,Cidade Alta,Natal,RN,59025-901,-35.2062792,-5.78695
Rua João Pessoa 267,,Cidade Alta,Natal,RN,59025-902,-35.2062792,-5.78695
Rua João Pessoa 219,,Cidade Alta,Natal,RN,59025-903,-35.2062792,-5.78695
Rua João Rego,,Lagoa Nova,Natal,RN,59054-740,-35.2149056,-5.8141636
Rua João Rodrigues,,Lagoa Azul,Natal,RN,59138-614,-35.2592736,-5.7264043
Rua João Rodrigues da Silva,,Capim Macio,Natal,RN,59082-310,-35.1892861,-5.866699
Rua João Rodrigues da Silva,,Igapó,Natal,RN,59106-010,-35.2678762,-5.7678374
Travessa João Rodrigues da Silva,,Igapó,Natal,RN,59106-016,-35.266601,-5.766077
Rua João Rodrigues de Oliveira,,Ponta Negra,Natal,RN,59090-210,-35.1647181,-5.8854576
Rua João Rufino,,Ponta Negra,Natal,RN,59090-620,-35.1694411,-5.8861069
Rua João Sabino,,Ponta Negra,Natal,RN,59090-324,-35.1686197,-5.8917072
Rua João Santana,,Ponta Negra,Natal,RN,59090-560,-35.1724613,-5.8902171
Travessa João Tibúrcio,,Nossa Senhora de Nazaré,Natal,RN,59062-080,-35.2360434,-5.8141202
Rua João Tó,,Ponta Negra,Natal,RN,59090-511,-35.1759284,-5.888238
Rua João Vidal,,Capim Macio,Natal,RN,59082-250,-35.1894574,-5.8695811
Rua João Vilar da Cunha,,Lagoa Nova,Natal,RN,59077-070,-35.206189,-5.8394765
Rua João Virgílio de Miranda,,Petrópolis,Natal,RN,59012-550,-35.1965979,-5.7820353
10ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-016,-35.1877642,-5.7963122
11ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-017,-35.1873693,-5.7967903
12ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-018,-35.1886997,-5.7963292
2ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-006,-35.1886997,-5.7963292
4ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-008,-35.1886997,-5.7963292
6ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-011,-35.1886997,-5.7963292
7ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-012,-35.1895644,-5.7953999
8ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-013,-35.1891975,-5.7959535
9ª Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-014,-35.1886997,-5.7963292
Rua João XXIII,,Mãe Luiza,Natal,RN,59014-000,-35.1827274,-5.8007989
Travessa João XXIII,,Mãe Luiza,Natal,RN,59014-005,-35.1886997,-5.7963292
Rua João da Mata,,Cidade Alta,Natal,RN,59025-430,-35.2100216,-5.7846177
Rua João da Penha,,Ponta Negra,Natal,RN,59090-316,-35.1701935,-5.8884982
Rua João das Estivas,,Barro Vermelho,Natal,RN,59030-640,-35.2096987,-5.8024925
Rua João de Oliveira Costa,,Redinha,Natal,RN,59122-450,-35.2277192,-5.7486469
Rua Juarez Távora,,Candelária,Natal,RN,59065-300,-35.2185805,-5.8362131
Rua Juatinga,,Pajuçara,Natal,RN,59132-010,-35.2423771,-5.7276694
Rua Juazeiro do Norte,,Cidade da Esperança,Natal,RN,59071-030,-35.2408093,-5.8270688
Rua Judiberto Félix de Lima,,Lagoa Azul,Natal,RN,59129-805,-35.2638857,-5.741132
Rua Juiz de Fora,,Neópolis,Natal,RN,59086-440,-35.2095663,-5.8692367
Rua Juliana Oliveira,,Lagoa Azul,Natal,RN,59139-605,-35.2756941,-5.7274812
Rua Junco,,Lagoa Nova,Natal,RN,59063-270,-35.218822,-5.8248834
Rua Jundiaí,,Tirol,Natal,RN,59020-120,-35.1970885,-5.7911674
Largo Junqueira Aires,,Cidade Alta,Natal,RN,59025-275,-35.2077534,-5.7842813
Rua Junqueiro,,Neópolis,Natal,RN,59086-020,-35.2092974,-5.8621798
Rua Jurandyr Sitáro da Costa,,Neópolis,Natal,RN,59086-647,-35.2118514,-5.8691491
Rua Jurema,,Pitimbu,Natal,RN,59069-540,-35.244124,-5.8536207
Rua Juruá,,Potengi,Natal,RN,59125-100,-35.2492292,-5.7466871
Rua Juscilene Tomaz,,Pajuçara,Natal,RN,59123-565,-35.246163,-5.7381264
Rua Jussara,,Potengi,Natal,RN,59124-380,-35.2401155,-5.7523053
Rua Jussara,,Potengi,Natal,RN,59120-130,-35.2401155,-5.7523053
Rua Justino Xavier de Souza,,Nossa Senhora de Nazaré,Natal,RN,59062-340,-35.2255022,-5.8158539
Rua Juvino Barreto,,Ribeira,Natal,RN,59012-520,-35.2048349,-5.7819512
Rua Juvino Barreto,,Cidade Alta,Natal,RN,59025-015,-35.2034039,-5.7827611
Rua Júlia Ferreira,,Lagoa Azul,Natal,RN,59139-600,-35.2757639,-5.7279602
Rua Júlio Barata,,Lagoa Nova,Natal,RN,59076-435,-35.2042274,-5.8316386
Rua Júlio César Paes,,Nossa Senhora da Apresentação,Natal,RN,59114-109,-35.2658787,-5.7563013
Rua Júlio César de Andrade,,Ponta Negra,Natal,RN,59091-190,-35.1958226,-5.8823102
Rua Júlio Gomes Moreira,,Barro Vermelho,Natal,RN,59022-110,-35.2084043,-5.7995948
Rua Júlio Ribeiro,,Candelária,Natal,RN,59065-450,-35.2222323,-5.837003
Rua Júlio Viana de Carvalho,,Lagoa Azul,Natal,RN,59138-605,-35.2573666,-5.728534
Rua Júpiter,,Igapó,Natal,RN,59106-170,-35.2688789,-5.7687712
Rua Kerginaldo Cavalcante,,Nova Descoberta,Natal,RN,59075-240,-35.2034891,-5.8272075
Travessa Kerginaldo Cavalcante,,Nova Descoberta,Natal,RN,59075-246,-35.2031806,-5.827357
Rua La Paz,,Felipe Camarão,Natal,RN,59072-040,-35.2451283,-5.8236746
Travessa La Paz,,Nossa Senhora da Apresentação,Natal,RN,59114-016,-35.2862453,-5.7593499
Rua Lacerdópolis,,Potengi,Natal,RN,59112-570,-35.257568,-5.7550649
Rua Lafayete Lamartine,,Candelária,Natal,RN,59064-510,-35.2139625,-5.8365747
Rua Lagarto,,Igapó,Natal,RN,59104-370,-35.2535778,-5.7705106
Rua Lago Piratuba,,Nossa Senhora da Apresentação,Natal,RN,59114-560,-35.278506,-5.763659
Rua Lago da Pedra,,Pitimbu,Natal,RN,59068-600,-35.23643,-5.8539042
Rua Lago das Rosas,,Redinha,Natal,RN,59122-280,-35.2248032,-5.7487126
Rua Lago dos Marrecos,,Redinha,Natal,RN,59122-632,-35.2246123,-5.7540809
Rua Lagoa Acará,,Potengi,Natal,RN,59127-330,-35.2526016,-5.7456274
Rua Lagoa Aiapuá,,Potengi,Natal,RN,59127-280,-35.2520161,-5.746975
Rua Lagoa Amana,,Potengi,Natal,RN,59129-720,-35.2542821,-5.7446561
Rua Lagoa Araruama,,Potengi,Natal,RN,59129-600,-35.2539374,-5.7443719
Rua Lagoa Badajós,,Potengi,Natal,RN,59127-290,-35.251688,-5.7466809
Travessa Lagoa Bela Vista,,Lagoa Azul,Natal,RN,59135-705,-35.2544555,-5.725351
Rua Lagoa Cabaliana,,Potengi,Natal,RN,59127-310,-35.253251,-5.7461962
Rua Lagoa Camorim,,Potengi,Natal,RN,59129-610,-35.2534452,-5.7439636
Rua Lagoa Dourada,,Neópolis,Natal,RN,59086-430,-35.2084469,-5.868696
Rua Lagoa Juparana,,Potengi,Natal,RN,59127-300,-35.2520161,-5.746975
Rua Lagoa Marapendi,,Potengi,Natal,RN,59129-170,-35.2532521,-5.7426045
Rua Lagoa Mirim,,Potengi,Natal,RN,59129-630,-35.257527,-5.7463995
Rua Lagoa Mundaú,,Potengi,Natal,RN,59129-640,-35.2542821,-5.7446561
Rua Lagoa Piorini,,Potengi,Natal,RN,59127-430,-35.2535472,-5.7458371
Rua Lagoa Real,,Pajuçara,Natal,RN,59131-800,-35.2422202,-5.7273438
Rua Lagoa Santa,,Potengi,Natal,RN,59129-650,-35.2565338,-5.744983
Rua Lagoa Tefé,,Potengi,Natal,RN,59127-420,-35.2538233,-5.7455025
Rua Lagoa da Mangueira,,Potengi,Natal,RN,59129-080,-35.2568074,-5.7446521
Rua Lagoa de Extremoz,,Pajuçara,Natal,RN,59123-570,-35.2445,-5.7396609
Rua Lagoa de Patos,,Potengi,Natal,RN,59129-090,-35.2579138,-5.7450151
Rua Lagolândia,,Bom Pastor,Natal,RN,59060-734,-35.2433342,-5.815531
Rua Lagos Verdes,,Nossa Senhora da Apresentação,Natal,RN,59115-435,-35.2630073,-5.747078
Rua Laguna,,Potengi,Natal,RN,59110-120,-35.2567012,-5.7565112
Rua Lajes,,Cidade da Esperança,Natal,RN,59071-160,-35.2400267,-5.8257399
Rua Lambari,,Neópolis,Natal,RN,59086-420,-35.2089892,-5.8685114
Rua Landri Sales,,Potengi,Natal,RN,59108-180,-35.2645085,-5.763294
Rua Laranjal,,Cidade Nova,Natal,RN,59072-570,-35.2437269,-5.833242
Travessa Largo do Farol,,Mãe Luiza,Natal,RN,59014-382,-35.1843884,-5.7978663
Travessa Las Palmas,,Felipe Camarão,Natal,RN,59074-553,-35.2471386,-5.8167128
Rua Las Vegas,,Lagoa Azul,Natal,RN,59129-498,-35.2660677,-5.7416458
Rua Laudelino Benigno,,Potengi,Natal,RN,59127-520,-35.2481295,-5.7487661
Rua Laura Maia,,Candelária,Natal,RN,59065-330,-35.2188809,-5.8396019
Rua Laureano Gomes,,Potengi,Natal,RN,59108-450,-35.2615495,-5.761509
Rua Laurentino,,Potengi,Natal,RN,59112-300,-35.262664,-5.7548693
Rua Lauro Bezerra,,Pajuçara,Natal,RN,59123-210,-35.2400273,-5.746655
Travessa Lauro Bezerra,,Pajuçara,Natal,RN,59123-215,-35.2415419,-5.7456707
Rua Lauro Medeiros,,Lagoa Nova,Natal,RN,59075-040,-35.2062323,-5.8260655
Rua Lavras,,Neópolis,Natal,RN,59086-410,-35.209538,-5.8683318
Rua Laércio Bezerra,,Ponta Negra,Natal,RN,59090-085,-35.1773113,-5.8750896
Rua Laércio Fernandes,,Nova Descoberta,Natal,RN,59075-230,-35.2019401,-5.8256245
Rua Leandro Batista Pereira,,Neópolis,Natal,RN,59080-495,-35.207968,-5.8598886
Rua Leblon Régis,,Potengi,Natal,RN,59110-550,-35.2514596,-5.7580909
Vila Leda,,Alecrim,Natal,RN,59040-156,-35.2124783,-5.7918844
Rua Leme,,Lagoa Azul,Natal,RN,59136-130,-35.2478367,-5.7242172
Rua Leonardo Drumond,,Lagoa Nova,Natal,RN,59075-210,-35.2057488,-5.8262096
Rua Leonardo Gama,,Felipe Camarão,Natal,RN,59074-450,-35.2664975,-5.8234517
Travessa Leonardo da Vinci,,Nossa Senhora da Apresentação,Natal,RN,59114-505,-35.278717,-5.7557533
Rua Leonel José de Freitas,,Lagoa Azul,Natal,RN,59139-585,-35.2733003,-5.7296536
Rua Leonel Leite,,Alecrim,Natal,RN,59037-820,-35.2190625,-5.7965722
Rua Leonel Morais,,Guarapes,Natal,RN,59074-614,-35.2547024,-5.8417815
Rua Leonora Armstrong,,Ponta Negra,Natal,RN,59092-450,-35.1791225,-5.8751891
Rua Leopoldo Bretano,,Nossa Senhora de Nazaré,Natal,RN,59060-490,-35.2309549,-5.8212064
Travessa Leopoldo Bretano,,Nossa Senhora de Nazaré,Natal,RN,59060-495,-35.230791,-5.8212668
Rua Leopoldo Nelson,,Capim Macio,Natal,RN,59082-045,-35.2045787,-5.858039
Rua Leto Barreto,,Lagoa Azul,Natal,RN,59133-440,-35.242836,-5.7214123
Rua Letícia Cerqueira,,Cidade Alta,Natal,RN,59025-110,-35.2073783,-5.7915943
Rua Letícia,,Lagoa Azul,Natal,RN,59139-320,-35.2703753,-5.7368687
Rua Leôncio Etelvino de Medeiros,,Capim Macio,Natal,RN,59078-570,-35.2073061,-5.8480004
1ª Travessa Libanês,,Nossa Senhora da Apresentação,Natal,RN,59114-221,-35.2650478,-5.7480681
Rua Libanês,,Nossa Senhora da Apresentação,Natal,RN,59114-284,-35.2660207,-5.7463134
Rua Liberalino Fernandes da Costa,,Tirol,Natal,RN,59020-210,-35.2029075,-5.7932389
Rua Liberdade,,Nossa Senhora da Apresentação,Natal,RN,59114-258,-35.2793902,-5.7378735
Travessa Liberdade,,Nossa Senhora da Apresentação,Natal,RN,59114-233,-35.2680418,-5.7461279
Vila Lima,,Bom Pastor,Natal,RN,59052-370,-35.24441900739778,-5.80651595
Vila Lima,,Igapó,Natal,RN,59104-257,-35.2720866,-5.7639055
Avenida Lima e Silva,,Bom Pastor,Natal,RN,59060-215,-35.2383249,-5.8146757
Avenida Lima e Silva,,Nossa Senhora de Nazaré,Natal,RN,59062-300,-35.2264607,-5.8190457
Avenida Lima e Silva,,Lagoa Nova,Natal,RN,59075-710,-35.2219484,-5.8207415
Travessa Lima e Silva,,Bom Pastor,Natal,RN,59062-305,-35.2389067,-5.8139251
Rua Limoeiro do Norte,,Potengi,Natal,RN,59108-230,-35.2597578,-5.7609999
Travessa Limoeiro do Norte,,Potengi,Natal,RN,59108-235,-35.2632285,-5.758555
Rua Linda Batista,,Pajuçara,Natal,RN,59132-780,-35.2437842,-5.7344167
Praça Lindalva Taveira,,Santos Reis,Natal,RN,59010-640,-35.2008215,-5.7676808
Rua Lindolfo Gomes Vidal,,Pajuçara,Natal,RN,59133-560,-35.2271582,-5.7441464
Travessa Lira,,Alecrim,Natal,RN,59030-205,-35.2162789,-5.8027329
Rua Lorena,,Potengi,Natal,RN,59125-135,-35.2488063,-5.7394
Rua Los Angeles,,Lagoa Azul,Natal,RN,59129-500,-35.2673525,-5.7411107
Vila Lourdes,,Quintas,Natal,RN,59052-380,-35.23318197355861,-5.804168949999999
Rua Lourenço Wagner,,Planalto,Natal,RN,59073-194,-35.2481312,-5.8526127
Rua Lourival Açucena,,Tirol,Natal,RN,59020-260,-35.2013132,-5.7953811
Rua Lucarino,,Nossa Senhora da Apresentação,Natal,RN,59114-223,-35.2650746,-5.7467884
Rua Lucas Bicalho,,Rocas,Natal,RN,59010-340,-35.1978231,-5.7736012
Rua Lucian Alan Jerônimo,,Nossa Senhora da Apresentação,Natal,RN,59114-143,-35.2741929,-5.7560518
Rua Luciano Bahia,,Capim Macio,Natal,RN,59082-290,-35.1879769,-5.8660483
Rua Lucrécia,,Lagoa Nova,Natal,RN,59063-220,-35.2187882,-5.8256679
Rua Luiz Antônio Bezerra Lopes,3649,Candelária,Natal,RN,59064-715,-35.2147906,-5.8462272
Rua Luiz Antônio Bezerra Lopes,3651,Candelária,Natal,RN,59066-110,-35.2147906,-5.8462272
Rua Luiz Caraú,,Nossa Senhora da Apresentação,Natal,RN,59114-228,-35.2764304,-5.7390944
Rua Luiz Carrilho,,Nossa Senhora da Apresentação,Natal,RN,59115-370,-35.2646363,-5.7567342
Rua Luiz Coelho,,Barro Vermelho,Natal,RN,59030-240,-35.2082285,-5.7932905
Rua Luiz Cúrcio Cabral,,Nossa Senhora de Nazaré,Natal,RN,59060-430,-35.2294736,-5.8188209
Rua Luiz Emídio,,Barro Vermelho,Natal,RN,59030-620,-35.2095522,-5.8016709
Rua Luiz Estevam,,Ponta Negra,Natal,RN,59090-175,-35.1738969,-5.8820241
Rua Luiz Fernandes,,Quintas,Natal,RN,59035-070,-35.2360618,-5.7982179
Rua Luiz Gomes,,Cidade da Esperança,Natal,RN,59071-230,-35.2398102,-5.8243411
Rua Luiz Gonzaga de Souza,,Lagoa Azul,Natal,RN,59138-619,-35.2607046,-5.7262989
Rua Luiz Joaquim,,Nossa Senhora da Apresentação,Natal,RN,59114-256,-35.2810465,-5.7310774
Travessa Luiz Joaquim,,Nossa Senhora da Apresentação,Natal,RN,59114-264,-35.2816492,-5.7321206
Rua Luiz Joaquim de M. Filho,,Rocas,Natal,RN,59012-143,-35.1990654,-5.7768522
Travessa Luiz Justino,,Redinha,Natal,RN,59122-306,-35.2246648,-5.7519503
Rua Luiz Justino de Oliveira,,Redinha,Natal,RN,59122-305,-35.2260433,-5.751958
Travessa Luiz Júlio,,Lagoa Azul,Natal,RN,59129-308,-35.2618854,-5.7400699
Rua Luiz Lobo,,Alecrim,Natal,RN,59032-350,-35.2157513,-5.8059804
Rua Luiz Lucas,,Nossa Senhora da Apresentação,Natal,RN,59114-254,-35.2643367,-5.7533022
Rua Luiz Moura,,Lagoa Azul,Natal,RN,59129-790,-35.264634,-5.740182
Rua Luiz Romão,,Potengi,Natal,RN,59110-595,-35.2486025,-5.7620547
Rua Luiz Rufino,,Ponta Negra,Natal,RN,59090-321,-35.1673289,-5.885556
Rua Luiz Sampaio,351,Quintas,Natal,RN,59035-080,-35.2350402,-5.7986484
Rua Luiz Sampaio,353,Quintas,Natal,RN,59042-030,-35.2350402,-5.7986484
Travessa Luiz Sampaio,,Quintas,Natal,RN,59042-035,-35.2351163,-5.7969023
Rua Luiz Souto,,Quintas,Natal,RN,59035-660,-35.2329351,-5.7986197
Rua Luiz Valentim,,Lagoa Azul,Natal,RN,59133-410,-35.243694,-5.7208878
Rua Luiz XV,,Nordeste,Natal,RN,59042-140,-35.2439716,-5.7986235
Rua Luiza Ilda,,Nossa Senhora da Apresentação,Natal,RN,59114-227,-35.279763,-5.7442732
Rua Luiza Paulino,,Nossa Senhora da Apresentação,Natal,RN,59115-667,-35.2679694,-5.7447002
Rua Lupicínio Barros,,Alecrim,Natal,RN,59032-330,-35.2150607,-5.8069211
Rua Luzia Dias,,Felipe Camarão,Natal,RN,59074-460,-35.2542168,-5.8302988
Rua Luzilândia,,Potengi,Natal,RN,59112-150,-35.2632539,-5.7566603
Rua Luzitânia,,Pajuçara,Natal,RN,59131-090,-35.2462421,-5.7311415
Rua Luíza Ilda,,Nossa Senhora da Apresentação,Natal,RN,59114-127,-35.279763,-5.7442732
Travessa Luíza Ilda,,Nossa Senhora da Apresentação,Natal,RN,59114-128,-35.2800313,-5.7447065
Rua Lírio do Vale,,Nossa Senhora da Apresentação,Natal,RN,59114-620,-35.2800628,-5.7635019
Rua Lírio do Vale,,Nossa Senhora da Apresentação,Natal,RN,59114-609,-35.2800628,-5.7635019
Rua Lírio dos Vales,,Pajuçara,Natal,RN,59133-264,-35.2367565,-5.73849
Rua Lúcia Viveiros,,Neópolis,Natal,RN,59086-005,-35.2152734,-5.8635559
Rua Macajuba,,Pajuçara,Natal,RN,59131-840,-35.2491952,-5.732229
Rua Macau,,Cidade da Esperança,Natal,RN,59071-130,-35.2401847,-5.8261638
Rua Macaé,,Potengi,Natal,RN,59110-260,-35.2510138,-5.7568908
Travessa Macaé,,Potengi,Natal,RN,59110-185,-35.2495164,-5.7591946
Rua Macaíba,,Cidade da Esperança,Natal,RN,59071-210,-35.238331,-5.8252236
Rua Macaúba,,Pajuçara,Natal,RN,59131-180,-35.2469529,-5.7299992
Rua Macedo de Lima Cosme,,Lagoa Nova,Natal,RN,59062-560,-35.2182721,-5.823173
Rua Maceió,,Neópolis,Natal,RN,59086-280,-35.2082826,-5.8660682
Rua Machado de Assis,,Lagoa Azul,Natal,RN,59139-579,-35.2668335,-5.7198056
Rua Macieira,,Potengi,Natal,RN,59120-340,-35.243166,-5.7600484
Rua Maciel Pinheiro,,Nordeste,Natal,RN,59042-280,-35.2441621,-5.7977902
Rua Madre Tereza,,Redinha,Natal,RN,59122-417,-35.2259274,-5.7494127
Rua Madre Vasconcelos,,Candelária,Natal,RN,59065-170,-35.2165985,-5.845916
Travessa Maestro Alcides Cicco,,Ribeira,Natal,RN,59012-540,-35.2048208,-5.7796556
Rua Maestro José Siqueira,,Nossa Senhora da Apresentação,Natal,RN,59114-720,-35.2781772,-5.7595758
Rua Maestro Manoel Ferreira Filho,,Cidade da Esperança,Natal,RN,59070-645,-35.2311031,-5.8259588
Rua Maestro Tom Jobim,,Neópolis,Natal,RN,59086-377,-35.2154155,-5.8694339
Rua Magé,,Potengi,Natal,RN,59110-210,-35.2518667,-5.7576874
Rua Maia Neto,,Capim Macio,Natal,RN,59080-050,-35.2080751,-5.8539708
Rua Mairiporã,,Lagoa Azul,Natal,RN,59136-110,-35.253472,-5.7233089
Rua Major Afonso Magalhães,,Areia Preta,Natal,RN,59014-170,-35.1906841,-5.7876134
Rua Major Francisco Cavalcanti de Oliveira,,Alecrim,Natal,RN,59032-450,-35.2214967,-5.8060088
Rua Major Genival,,Bom Pastor,Natal,RN,59060-130,-35.2436608,-5.8137383
Rua Major Isidoro,,Neópolis,Natal,RN,59086-620,-35.2058357,-5.8648816
Rua Major Jorge Martiniano,,Capim Macio,Natal,RN,59082-360,-35.1908174,-5.8701868
Rua Major Laurentino de Morais,,Barro Vermelho,Natal,RN,59020-390,-35.2041503,-5.7989934
Rua Major Paula Moreira,,Barro Vermelho,Natal,RN,59030-440,-35.2085023,-5.8000466
Rua Majé,,Pajuçara,Natal,RN,59132-830,-35.2463347,-5.7298137
Rua Mamanguape,,Cidade da Esperança,Natal,RN,59070-140,-35.2332758,-5.8223867
Rua Mamoeiro,,Potengi,Natal,RN,59120-600,-35.2372776,-5.7583921
Rua Manacapuru,,Potengi,Natal,RN,59124-180,-35.2470234,-5.7465743
Rua Manaíra,,Nossa Senhora da Apresentação,Natal,RN,59115-450,-35.2634167,-5.7521693
Rua Mandacaru,,Lagoa Nova,Natal,RN,59064-400,-35.2193602,-5.8286799
Avenida Mangabeira,,Potengi,Natal,RN,59120-420,-35.2413027,-5.7576354
Rua Mangaratiba,,Potengi,Natal,RN,59124-560,-35.2476275,-5.7441637
Rua Mangueira,,Potengi,Natal,RN,59127-720,-35.2401556,-5.756417
Rua Manhã Parnasiana,,Candelária,Natal,RN,59065-080,-35.2189194,-5.8411207
Rua Maniaçu,,Nossa Senhora da Apresentação,Natal,RN,59115-460,-35.2629863,-5.7482015
Rua Manoel Alves,,Ponta Negra,Natal,RN,59090-320,-35.1708546,-5.887551
2ª Travessa Manoel Andrade,,Quintas,Natal,RN,59035-028,-35.2358438,-5.801244
Rua Manoel Andrade,,Quintas,Natal,RN,59035-020,-35.2369144,-5.7985337
Travessa Manoel Andrade,,Quintas,Natal,RN,59035-025,-35.2358438,-5.801244
Rua Manoel André,,Quintas,Natal,RN,59035-180,-35.2336183,-5.7994707
Rua Manoel Avelino Sobrinho,,Ponta Negra,Natal,RN,59091-030,-35.1950777,-5.878444
Rua Manoel Caetano,,Redinha,Natal,RN,59122-060,-35.2124087,-5.7433311
Travessa Manoel Caetano,,Redinha,Natal,RN,59122-061,-35.2156898,-5.7409652
Rua Manoel Cavalcante Moura,,Candelária,Natal,RN,59066-470,-35.2216368,-5.8562616
Rua Manoel Congo,,Ponta Negra,Natal,RN,59090-300,-35.1705904,-5.893348
Rua Manoel Domingos,,Dix-Sept Rosado,Natal,RN,59052-215,-35.230077,-5.8127527
Rua Manoel Felipe,,Ponta Negra,Natal,RN,59090-301,-35.1696963,-5.8935067
Rua Manoel Felipe,27,Dix-Sept Rosado,Natal,RN,59054-190,-35.2245815,-5.8108499
Travessa Manoel Felipe,,Dix-Sept Rosado,Natal,RN,59054-196,-35.2200012,-5.8082008
Rua Manoel Fernandes,,Nossa Senhora da Apresentação,Natal,RN,59114-186,-35.2832834,-5.7348644
Rua Manoel Fernandes,,Cidade Nova,Natal,RN,59072-864,-35.234482,-5.8341005
Rua Manoel Francisco de Albuquerque,,Nossa Senhora da Apresentação,Natal,RN,59114-010,-35.2694768,-5.7565686
Travessa Manoel Francisco de Albuquerque,,Nossa Senhora da Apresentação,Natal,RN,59114-015,-35.2705121,-5.7538116
Rua Manoel Garcia,,Barro Vermelho,Natal,RN,59030-250,-35.2079012,-5.7937727
Rua Manoel Garcia de Oliveira,,Neópolis,Natal,RN,59086-290,-35.2081722,-5.8672233
Rua Manoel Juvêncio,,Alecrim,Natal,RN,59030-090,-35.2144416,-5.7950484
Rua Manoel Lelé,,Ponta Negra,Natal,RN,59090-510,-35.1720891,-5.8905412
Rua Manoel Leopoldo,,Lagoa Azul,Natal,RN,59139-330,-35.2671949,-5.7329168
Rua Manoel Lisboa de Moura,,Guarapes,Natal,RN,59074-841,-35.2622983,-5.8366188
Rua Manoel Machado,,Petrópolis,Natal,RN,59012-320,-35.1975315,-5.7830077
Rua Manoel Machado,,Felipe Camarão,Natal,RN,59074-010,-35.2540621,-5.8218321
Rua Manoel Maria,,Nossa Senhora da Apresentação,Natal,RN,59114-182,-35.2768984,-5.7375479
Travessa Manoel Marques da Costa,,Nossa Senhora da Apresentação,Natal,RN,59115-613,-35.2684853,-5.7423204
Rua Manoel Messias Soares,,Capim Macio,Natal,RN,59082-323,-35.1868028,-5.8689192
1ª Travessa Manoel Miranda,,Quintas,Natal,RN,59052-255,-35.2334802,-5.806322
Rua Manoel Miranda,1289,Alecrim,Natal,RN,59037-250,-35.2222817,-5.7976961
Rua Manoel Miranda,1583,Quintas,Natal,RN,59035-250,-35.228499,-5.8025817
Rua Manoel Miranda,2138,Quintas,Natal,RN,59052-250,-35.228499,-5.8025817
Rua Manoel Miranda,2073,Quintas,Natal,RN,59050-155,-35.228499,-5.8025817
Travessa Manoel Miranda,,Quintas,Natal,RN,59035-255,-35.2334802,-5.806322
Rua Manoel Monteiro da Nóbrega,,Capim Macio,Natal,RN,59078-540,-35.202101,-5.8500774
Rua Manoel Ovídio,,Barro Vermelho,Natal,RN,59022-620,-35.2072216,-5.8038498
Rua Manoel Pascoal,,Planalto,Natal,RN,59073-836,-35.2738649,-5.8547371
Rua Manoel Paulino,,Potengi,Natal,RN,59127-710,-35.2486534,-5.7502097
Rua Manoel Pereira da Costa,,Lagoa Azul,Natal,RN,59138-860,-35.2492435,-5.7190997
Rua Manoel Pereira da Silva,,Pitimbu,Natal,RN,59067-445,-35.2284014,-5.8743319
Rua Manoel Pessoa,,Nossa Senhora da Apresentação,Natal,RN,59115-679,-35.2777433,-5.7439743
Rua Manoel Rafael,,Planalto,Natal,RN,59073-207,-35.2509793,-5.8449762
Rua Manoel Rodrigues,,Ponta Negra,Natal,RN,59090-526,-35.173616,-5.8853398
Rua Manoel Silvestre,,Nossa Senhora da Apresentação,Natal,RN,59115-153,-35.2841029,-5.7589771
Rua Manoel Vitorino,,Alecrim,Natal,RN,59040-070,-35.2138659,-5.7908738
Rua Manoel de Castro,,Candelária,Natal,RN,59064-010,-35.2308657,-5.8322434
Rua Manoel de Castro,,Cidade da Esperança,Natal,RN,59070-700,-35.23483,-5.8296691
Travessa Manoel de Castro,,Cidade da Esperança,Natal,RN,59070-705,-35.2329577,-5.8319044
Rua Manoel de Mascarenhas Homem,,Pitimbu,Natal,RN,59066-290,-35.2193231,-5.8629129
Rua Manoel de Pininha,,Ponta Negra,Natal,RN,59090-335,-35.1712342,-5.8870074
Rua Mantena,,Neópolis,Natal,RN,59088-512,-35.2040794,-5.8779853
Rua Mantuaçu,,Potengi,Natal,RN,59124-280,-35.2503151,-5.7430349
Rua Manágua,,Felipe Camarão,Natal,RN,59072-120,-35.2458719,-5.8246002
Avenida Mar Cáspio,,Pajuçara,Natal,RN,59133-030,-35.2352692,-5.7325493
1ª Travessa Mar Del Plata,,Potengi,Natal,RN,59125-119,-35.2364105,-5.7586762
2ª Travessa Mar Del Plata,,Potengi,Natal,RN,59125-117,-35.2364105,-5.7586762
